province_std,region,province_original,year,nationality,total_detentions
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2017,Holanda,20
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2017,India,10
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2017,Irán,0
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2017,Italia,30
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2017,Lituania,20
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2017,Mali,0
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2017,Marruecos,2540
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2017,Nigeria,80
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2017,Paquistán,1100
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2017,Paraguay,10
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2017,Perú,140
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2017,Polonia,200
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2017,Portugal,300
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2017,Reino Unido,50
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2017,Rep. Dominicana,180
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2017,Resto África,300
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2017,Resto América,590
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2017,Resto de Asia,180
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2017,Resto de Europa,240
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2017,Rumanía,430
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2017,Rusia,130
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2017,Senegal,80
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2017,Ucrania,240
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2017,Uruguay,20
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2017,Venezuela,30
Araba,CONTINENTE EUROPEO,Araba/Álava,2018,Alemania,10
Araba,CONTINENTE AFRICANO,Araba/Álava,2018,Argelia,280
Araba,CONTINENTE AMERICANO,Araba/Álava,2018,Argentina,0
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2018,Bangladesh,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2018,Bélgica,0
Araba,CONTINENTE AMERICANO,Araba/Álava,2018,Bolivia,40
Araba,CONTINENTE AMERICANO,Araba/Álava,2018,Brasil,160
Araba,CONTINENTE EUROPEO,Araba/Álava,2018,Bulgaría,0
Araba,CONTINENTE AFRICANO,Araba/Álava,2018,Camerún,40
Araba,CONTINENTE AMERICANO,Araba/Álava,2018,Chile,30
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2018,China,10
Araba,CONTINENTE AMERICANO,Araba/Álava,2018,Colombia,490
Araba,CONTINENTE AMERICANO,Araba/Álava,2018,Cuba,10
Araba,CONTINENTE AMERICANO,Araba/Álava,2018,Ecuador,110
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2018,Filipinas,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2018,Francia,40
Araba,CONTINENTE AFRICANO,Araba/Álava,2018,Gambia,10
Araba,CONTINENTE AFRICANO,Araba/Álava,2018,Ghana,30
Araba,CONTINENTE AFRICANO,Araba/Álava,2018,Guinea Bisau,10
Araba,CONTINENTE AFRICANO,Araba/Álava,2018,Guinea Ecuatorial,20
Araba,CONTINENTE EUROPEO,Araba/Álava,2018,Holanda,10
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2018,India,0
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2018,Irán,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2018,Italia,120
Araba,CONTINENTE EUROPEO,Araba/Álava,2018,Lituania,0
Araba,CONTINENTE AFRICANO,Araba/Álava,2018,Mali,60
Araba,CONTINENTE AFRICANO,Araba/Álava,2018,Marruecos,910
Araba,CONTINENTE AFRICANO,Araba/Álava,2018,Nigeria,170
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2018,Paquistán,60
Araba,CONTINENTE AMERICANO,Araba/Álava,2018,Paraguay,30
Araba,CONTINENTE AMERICANO,Araba/Álava,2018,Perú,70
Araba,CONTINENTE EUROPEO,Araba/Álava,2018,Polonia,20
Araba,CONTINENTE EUROPEO,Araba/Álava,2018,Portugal,90
Araba,CONTINENTE EUROPEO,Araba/Álava,2018,Reino Unido,0
Araba,CONTINENTE AMERICANO,Araba/Álava,2018,Rep. Dominicana,160
Araba,CONTINENTE AFRICANO,Araba/Álava,2018,Resto África,170
Araba,CONTINENTE AMERICANO,Araba/Álava,2018,Resto América,20
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2018,Resto de Asia,20
Araba,CONTINENTE EUROPEO,Araba/Álava,2018,Resto de Europa,200
Araba,CONTINENTE EUROPEO,Araba/Álava,2018,Rumanía,90
Araba,CONTINENTE EUROPEO,Araba/Álava,2018,Rusia,10
Araba,CONTINENTE AFRICANO,Araba/Álava,2018,Senegal,90
Araba,CONTINENTE EUROPEO,Araba/Álava,2018,Ucrania,30
Araba,CONTINENTE AMERICANO,Araba/Álava,2018,Uruguay,0
Araba,CONTINENTE AMERICANO,Araba/Álava,2018,Venezuela,50
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2018,Alemania,80
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2018,Argelia,1870
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2018,Argentina,110
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2018,Bangladesh,20
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2018,Bélgica,20
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2018,Bolivia,660
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2018,Brasil,180
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2018,Bulgaría,10
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2018,Camerún,220
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2018,Chile,10
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2018,China,200
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2018,Colombia,710
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2018,Cuba,60
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2018,Ecuador,150
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2018,Filipinas,0
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2018,Francia,140
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2018,Gambia,10
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2018,Ghana,90
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2018,Guinea Bisau,270
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2018,Guinea Ecuatorial,10
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2018,Holanda,30
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2018,India,10
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2018,Irán,120
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2018,Italia,70
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2018,Lituania,10
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2018,Mali,20
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2018,Marruecos,2760
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2018,Nigeria,360
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2018,Paquistán,60
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2018,Paraguay,330
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2018,Perú,80
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2018,Polonia,40
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2018,Portugal,80
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2018,Reino Unido,40
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2018,Rep. Dominicana,110
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2018,Resto África,300
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2018,Resto América,300
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2018,Resto de Asia,250
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2018,Resto de Europa,840
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2018,Rumanía,580
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2018,Rusia,40
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2018,Senegal,140
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2018,Ucrania,30
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2018,Uruguay,10
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2018,Venezuela,110
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2018,Alemania,30
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2018,Argelia,610
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2018,Argentina,70
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2018,Bangladesh,0
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2018,Bélgica,50
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2018,Bolivia,90
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2018,Brasil,190
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2018,Bulgaría,90
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2018,Camerún,90
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2018,Chile,10
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2018,China,30
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2018,Colombia,360
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2018,Cuba,80
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2018,Ecuador,220
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2018,Filipinas,0
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2018,Francia,1020
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2018,Gambia,0
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2018,Ghana,20
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2018,Guinea Bisau,10
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2018,Guinea Ecuatorial,20
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2018,Holanda,60
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2018,India,10
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2018,Irán,0
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2018,Italia,30
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2018,Lituania,20
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2018,Mali,40
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2018,Marruecos,3060
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2018,Nigeria,50
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2018,Paquistán,430
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2018,Paraguay,0
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2018,Perú,110
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2018,Polonia,40
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2018,Portugal,330
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2018,Reino Unido,40
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2018,Rep. Dominicana,240
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2018,Resto África,420
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2018,Resto América,840
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2018,Resto de Asia,70
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2018,Resto de Europa,400
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2018,Rumanía,540
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2018,Rusia,50
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2018,Senegal,150
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2018,Ucrania,150
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2018,Uruguay,0
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2018,Venezuela,60
Araba,CONTINENTE EUROPEO,Araba/Álava,2019,Alemania,30
Araba,CONTINENTE AFRICANO,Araba/Álava,2019,Argelia,340
Araba,CONTINENTE AMERICANO,Araba/Álava,2019,Argentina,10
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2019,Bangladesh,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2019,Bélgica,10
Araba,CONTINENTE AMERICANO,Araba/Álava,2019,Bolivia,90
Araba,CONTINENTE AMERICANO,Araba/Álava,2019,Brasil,30
Araba,CONTINENTE EUROPEO,Araba/Álava,2019,Bulgaría,0
Araba,CONTINENTE AFRICANO,Araba/Álava,2019,Camerún,30
Araba,CONTINENTE AMERICANO,Araba/Álava,2019,Chile,10
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2019,China,20
Araba,CONTINENTE AMERICANO,Araba/Álava,2019,Colombia,320
Araba,CONTINENTE AMERICANO,Araba/Álava,2019,Cuba,10
Araba,CONTINENTE AMERICANO,Araba/Álava,2019,Ecuador,70
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2019,Filipinas,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2019,Francia,100
Araba,CONTINENTE AFRICANO,Araba/Álava,2019,Gambia,10
Araba,CONTINENTE AFRICANO,Araba/Álava,2019,Ghana,10
Araba,CONTINENTE AFRICANO,Araba/Álava,2019,Guinea Bisau,30
Araba,CONTINENTE AFRICANO,Araba/Álava,2019,Guinea Ecuatorial,40
Araba,CONTINENTE EUROPEO,Araba/Álava,2019,Holanda,20
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2019,India,20
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2019,Irán,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2019,Italia,10
Araba,CONTINENTE EUROPEO,Araba/Álava,2019,Lituania,0
Araba,CONTINENTE AFRICANO,Araba/Álava,2019,Mali,40
Araba,CONTINENTE AFRICANO,Araba/Álava,2019,Marruecos,940
Araba,CONTINENTE AFRICANO,Araba/Álava,2019,Nigeria,190
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2019,Paquistán,30
Araba,CONTINENTE AMERICANO,Araba/Álava,2019,Paraguay,90
Araba,CONTINENTE AMERICANO,Araba/Álava,2019,Perú,50
Araba,CONTINENTE EUROPEO,Araba/Álava,2019,Polonia,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2019,Portugal,110
Araba,CONTINENTE EUROPEO,Araba/Álava,2019,Reino Unido,0
Araba,CONTINENTE AMERICANO,Araba/Álava,2019,Rep. Dominicana,140
Araba,CONTINENTE AFRICANO,Araba/Álava,2019,Resto África,110
Araba,CONTINENTE AMERICANO,Araba/Álava,2019,Resto América,20
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2019,Resto de Asia,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2019,Resto de Europa,270
Araba,CONTINENTE EUROPEO,Araba/Álava,2019,Rumanía,50
Araba,CONTINENTE EUROPEO,Araba/Álava,2019,Rusia,80
Araba,CONTINENTE AFRICANO,Araba/Álava,2019,Senegal,80
Araba,CONTINENTE EUROPEO,Araba/Álava,2019,Ucrania,60
Araba,CONTINENTE AMERICANO,Araba/Álava,2019,Uruguay,20
Araba,CONTINENTE AMERICANO,Araba/Álava,2019,Venezuela,50
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2019,Alemania,20
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2019,Argelia,2010
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2019,Argentina,100
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2019,Bangladesh,50
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2019,Bélgica,0
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2019,Bolivia,970
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2019,Brasil,310
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2019,Bulgaría,20
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2019,Camerún,140
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2019,Chile,50
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2019,China,130
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2019,Colombia,1180
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2019,Cuba,90
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2019,Ecuador,350
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2019,Filipinas,0
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2019,Francia,100
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2019,Gambia,50
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2019,Ghana,50
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2019,Guinea Bisau,100
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2019,Guinea Ecuatorial,40
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2019,Holanda,0
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2019,India,0
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2019,Irán,200
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2019,Italia,40
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2019,Lituania,20
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2019,Mali,40
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2019,Marruecos,3710
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2019,Nigeria,270
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2019,Paquistán,20
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2019,Paraguay,320
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2019,Perú,120
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2019,Polonia,50
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2019,Portugal,130
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2019,Reino Unido,30
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2019,Rep. Dominicana,170
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2019,Resto África,520
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2019,Resto América,440
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2019,Resto de Asia,140
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2019,Resto de Europa,1350
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2019,Rumanía,770
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2019,Rusia,40
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2019,Senegal,230
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2019,Ucrania,20
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2019,Uruguay,0
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2019,Venezuela,230
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2019,Alemania,30
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2019,Argelia,740
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2019,Argentina,60
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2019,Bangladesh,40
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2019,Bélgica,20
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2019,Bolivia,130
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2019,Brasil,180
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2019,Bulgaría,60
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2019,Camerún,60
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2019,Chile,30
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2019,China,30
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2019,Colombia,690
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2019,Cuba,90
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2019,Ecuador,210
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2019,Filipinas,0
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2019,Francia,1000
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2019,Gambia,20
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2019,Ghana,10
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2019,Guinea Bisau,60
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2019,Guinea Ecuatorial,50
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2019,Holanda,50
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2019,India,20
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2019,Irán,10
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2019,Italia,10
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2019,Lituania,0
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2019,Mali,20
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2019,Marruecos,3400
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2019,Nigeria,80
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2019,Paquistán,180
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2019,Paraguay,30
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2019,Perú,100
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2019,Polonia,100
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2019,Portugal,350
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2019,Reino Unido,30
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2019,Rep. Dominicana,230
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2019,Resto África,280
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2019,Resto América,890
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2019,Resto de Asia,200
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2019,Resto de Europa,360
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2019,Rumanía,870
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2019,Rusia,50
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2019,Senegal,140
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2019,Ucrania,90
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2019,Uruguay,10
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2019,Venezuela,100
Araba,CONTINENTE EUROPEO,Araba/Álava,2020,Alemania,10
Araba,CONTINENTE AFRICANO,Araba/Álava,2020,Argelia,580
Araba,CONTINENTE AMERICANO,Araba/Álava,2020,Argentina,40
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2020,Bangladesh,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2020,Bélgica,0
Araba,CONTINENTE AMERICANO,Araba/Álava,2020,Bolivia,80
Araba,CONTINENTE AMERICANO,Araba/Álava,2020,Brasil,110
Araba,CONTINENTE EUROPEO,Araba/Álava,2020,Bulgaría,60
Araba,CONTINENTE AFRICANO,Araba/Álava,2020,Camerún,50
Araba,CONTINENTE AMERICANO,Araba/Álava,2020,Chile,20
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2020,China,10
Araba,CONTINENTE AMERICANO,Araba/Álava,2020,Colombia,470
Araba,CONTINENTE AMERICANO,Araba/Álava,2020,Cuba,40
Araba,CONTINENTE AMERICANO,Araba/Álava,2020,Ecuador,90
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2020,Filipinas,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2020,Francia,40
Araba,CONTINENTE AFRICANO,Araba/Álava,2020,Gambia,10
Araba,CONTINENTE AFRICANO,Araba/Álava,2020,Ghana,10
Araba,CONTINENTE AFRICANO,Araba/Álava,2020,Guinea Bisau,10
Araba,CONTINENTE AFRICANO,Araba/Álava,2020,Guinea Ecuatorial,100
Araba,CONTINENTE EUROPEO,Araba/Álava,2020,Holanda,0
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2020,India,0
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2020,Irán,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2020,Italia,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2020,Lituania,0
Araba,CONTINENTE AFRICANO,Araba/Álava,2020,Mali,70
Araba,CONTINENTE AFRICANO,Araba/Álava,2020,Marruecos,1050
Araba,CONTINENTE AFRICANO,Araba/Álava,2020,Nigeria,100
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2020,Paquistán,100
Araba,CONTINENTE AMERICANO,Araba/Álava,2020,Paraguay,140
Araba,CONTINENTE AMERICANO,Araba/Álava,2020,Perú,140
Araba,CONTINENTE EUROPEO,Araba/Álava,2020,Polonia,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2020,Portugal,90
Araba,CONTINENTE EUROPEO,Araba/Álava,2020,Reino Unido,0
Araba,CONTINENTE AMERICANO,Araba/Álava,2020,Rep. Dominicana,120
Araba,CONTINENTE AFRICANO,Araba/Álava,2020,Resto África,180
Araba,CONTINENTE AMERICANO,Araba/Álava,2020,Resto América,60
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2020,Resto de Asia,30
Araba,CONTINENTE EUROPEO,Araba/Álava,2020,Resto de Europa,180
Araba,CONTINENTE EUROPEO,Araba/Álava,2020,Rumanía,90
Araba,CONTINENTE EUROPEO,Araba/Álava,2020,Rusia,100
Araba,CONTINENTE AFRICANO,Araba/Álava,2020,Senegal,90
Araba,CONTINENTE EUROPEO,Araba/Álava,2020,Ucrania,80
Araba,CONTINENTE AMERICANO,Araba/Álava,2020,Uruguay,0
Araba,CONTINENTE AMERICANO,Araba/Álava,2020,Venezuela,210
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2020,Alemania,70
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2020,Argelia,2040
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2020,Argentina,70
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2020,Bangladesh,30
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2020,Bélgica,0
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2020,Bolivia,690
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2020,Brasil,230
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2020,Bulgaría,20
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2020,Camerún,120
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2020,Chile,30
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2020,China,70
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2020,Colombia,820
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2020,Cuba,20
